sentence,audio_kz_wav
"Бірақ өзгерістерді жүзеге асыру бір басқа, ал оны орнықтыру бір бөлек.",nan
Ол үшін қоғамдық сана түбегейлі жаңғыруға тиіс.,nan
Дамудың жаңа бедеріне аяқ бастық.,nan
"Демек, бірінші кезекте қоғамдық санаға серпіліс керек.",nan
"Қасым-Жомарт Тоқаев Ұлттық құрылтайда қатерлі 5 кеселді айтып, осы жағымсыз әдеттерден ада болуға шақырды.",nan
"Оның ішінде нашақорлық пен құмарпаздық, вандализм мен ысырапшылдық және тұрмыстағы зорлық-зомбылық бар.",nan
"Қазір бұзақылыққа жаза күшейіп жатыр, бірақ баспасөз де бұқараның бағытын түзеуге атсалысқаны жөн.",nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының Президенті: - Біз әрбір сөзімізді қоғамды түзеуге жұмсасақ, болашағымыз да баянды болары хақ.",nan
"Заң жазалау үшін емес, ең алдымен құқықтық мәдениетті қалыптастыру үшін маңызды.Оған бүкіл қоғам болып атсалысу қажет.",nan
Осы жолда ақпарат өкілдерінің рөлі ерекше.,nan
Бұқаралық ақпарат құралдары тұтас ұлтты тәрбиелейді.,nan
"Қазақтың баспасы да, үнжариясы да, телеарнасы да тазалық, адалдық, әділдікке үндеуі керек.",nan
"Бұған қоса, ұлттық болмысымызды айғақтаушы дүниелер жиі шықса деген тілек бар.",nan
Мемлекет басшысы бұл бастаманы Ұлттық домбыра күнінен бастауға шақырды.,nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының Президенті: - Біз ұлттық бірегейлігімізді сақтағымыз келсе, қастерлі аспапты қадір тұтуымыз қажет.Ол – біздің тереңнен тамыр тартатын төл тарихымыздың куәгері.",nan
"Мерейлі мереке өнерімізді өрге шығарып, тұтастығымызды нығайта түсу үшін керек.",nan
Мен ұлттық құндылықты ұлықтайтын бастамаларды барынша дәріптеу қажет деп санаймын.,nan
Домбыра күні соның айқын көрінісі болуға тиіс.,nan
Келесі маңызды бағыт – экономика.,nan
"Қалың қараша саладағы әр өзгерісті жіті түсініп, саралы сараптама алып отыруға тиіс.",nan
Шетелдік кәсіпкерлер елде ірі зауыттар ашуға ниет білдіріп отыр.,nan
Инфрақұрылым құрылысына да қатыса бастады.,nan
Игілігін жеті ұрпақ көретін инвестициялық жаңалық көп.,nan
"«Қамкөңіл ағайынды осындай жағымды ақпаратпен сүйіншілетіп отырған дұрыс», - деді Президент.",nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының Президенті: - Көбіне мұндай жағымды ақпарат лайықты деңгейде таралмай жатады.Жақсыны жақсы деп айту керек.",nan
"Ел дамуындағы оң өзгерістерге көбірек назар аудару бұқаралық ақпарат құралдарының, әсіресе, мемлекеттік БАҚ-тың міндеті деп санаймын.",nan
Экономиканың қайнар көзі энергия екені айтпаса да түсінікті.,nan
Осы орайда бұқара атом электр станциясын салуды талқылап жатыр.,nan
Бұл үдеріске бұқаралық ақпарат құралдарының қосары көп.,nan
Президент референдумның биыл күзде өтетін хабарлады.,nan
Ал журналист қызметіндегі ең маңызды бағыт – саясат һәм сөз бостандығы.,nan
Мемлекет басшысы бұған да ерекше тоқталды.,nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының Президенті: - Бүгінде Қазақстанда жүздеген тәуелсіз БАҚ пен медиаресурс бар.Ал интернеттегі көптеген түрлі блогтар мен каналдар туралы айтпаса да болады.",nan
"Олар елде болып жатқан үдерістерді әр қырынан жариялап көрсетеді, билік органдарының қызметіне сын айтады.",nan
Бірақ біз әуел бастан пікір алуандығына ұмтылып келеміз.,nan
Бұл – біздің айтулы жетістігіміз.,nan
Шын мәнінде мінсіз сынға тұсау жоқ.,nan
"Ақпарат айдыны ашық, кез келген азамат өз пікірін еркін білдіріп жүр.",nan
"Дегенмен, әлем жаңа медиа саласына үдере көшуде.",nan
Көп қақтығыс қарусыз өтіп жатыр.,nan
Сөз соғыстағы басты құралға айналды.,nan
"Одан бөлек, жалған мәліметті әдейі таратып, ел ішіне ірікті салатындар да кездеседі.",nan
Бұл БАҚ-қа артылған міндеттің маңызын арттыра түсті.,nan
"Ақпарат айдыны аумалы-төкпелі заманға тап болғанда, Қзақстан баспасөзі басымдығын көрсетуі қажет.",nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының Президенті: - Бізге алдамшы жеңістер мен жетістіктерге әуестеніп кетудің қажеті жоқ.Өз-өзіңді алдауға, мадақтауға болмайды.",nan
Бұл – ыдырауға және құлдырауға әкеп соқтыратын төте жол.,nan
"Сонымен қатар сөз бостандығына арқа сүйеп, елімізде ештеңе өзгермейді-мыс, ахуал мүшкіл деп жағдайды үнемі ушықтыра беру қажет емес.",nan
Бұл шындыққа сай келмейді.,nan
"Кемшіліктер бар, бірақ жағдай тым мүшкіл емес.",nan
"Мұндай ақпарат адамдарға көмектеспейді, керісінше,оларды күйзеліске ұшыратып, қоғамда апатия тудырады.",nan
Қасым-Жомарт Тоқаев өзі ұдайы оқып отыратын басылымдар жайлы да айтты.,nan
"Республикалық, тіпті өңірлік газеттер де Президент назарынан түспейді екен.",nan
"Демек, Мемлекет басшысы алыстағы ауыл-аудандағы ағайынның жайымен де жіті таныс.",nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының Президенті: - Жалпы қазіргі таңда газеттерде жарияланып жатқан материалдардың сапасы жоғары, оқуға тартымды деп айтқым келеді.Қоғамның тынысын, зиялы қауымның ой-пікірін біліп отыру өте маңызды деп санаймын.Шын мәнінде, газет шығару және газет оқу үрдісі ешқашан үзілмеуге тиіс.",nan
Осы сабақтастықты сақтап қалу керек.,nan
Бұл – өркениетті елдердің барлығында қалыптасқан дәстүр.,nan
Ресми рәсімнің соңында Президент Қасым-Жомарт Тоқаев сала майталмандарын мемлекеттік наградалармен марапаттады.,nan
Үздіктер арасынан 24kz ұжымы да көрінді.,nan
"Мәселен, арнамыздың бас продюсері Арман Балтабайұлы «Құрмет» орденімен наградталды.",nan
"Одан бөлек, Президент мемлекеттік саясатты жан-жақты түсіндіргені үшін шығармашылық ұжымға алғысын білдірді.",nan
"Жасын Біркенов, 24KZ телеарнасының директоры: -Қасым-Жомарт Кемелұлы жоғары бағасын берді, атап өтті.",nan
Жақсы жұмыс деп атап кетті.,nan
"Әрине, дән ризамыз.",nan
Бұл төккен терге берілген тегін бақ емес.,nan
"Өйткені 24kzарнасы тәулік бойы, аптасына 7 күн бойы жұмыс істейді.",nan
Тынбай еңбек етеді.,nan
"Ұжымның 80%-іжастар, сондықтан мына марапаттың өзі жастарға үлкен мотивация болары хақ.",nan
Сондай-ақ арна тілшісі Динара Жанбатыроваға Президенттің БАҚ саласындағы гранты табысталды.,nan
12 жылдан бері қолынан қаламын тастамаған сөз шебері өзінің қуанышын жасырмады.,nan
Жеңімпаздар туралы жиі жазатын Жанбатырова енді сол тұғырдан өзі көрінді.,nan
"Динара Жанбатырова, 24KZ телеарнасының тілшісі: -Әдетте жеңімпаздар менің сюжеттерімде кейіпкері болушы еді, ал бүгін өзім солардың орнында тұрмын.",nan
Қобалжып тұрмын.,nan
"Әрине, мен үшін бұл бүкіл ұжымның еңбегін бағалау.",nan
Еселі еңбектің жемісі.,nan
"Журналист, оператор, режиссер, инженер әркім атсалысып, соңында көрерменге сапалы өнім ұсынады.",nan
"Бұл біздің ортақ жеңіс, әріптестерімді мерекемен құттықтаймын.",nan
"Бекзат Аманов, тілші: - Динара әріптесім айтқандай, сіздердің алдарыңызда қас-қағым сәтте өте шығатын шағын ғана репортажды дайындауға қаншама адам атсалысады.",nan
"24kz арнасынан шыққан кез келген ақпарат тікелей эфирге дәл осы жерден жол тартады.Сіздер эфирден тілшіні ғана көргенмен, эфирдің ту сыртындағы осы кісілердің еңбегі ерен.",nan
Мұндағы қым-қуыт тірлік 24/7 үздіксіз жалғасады.,nan
Елдегі соңғы жаңалықтарды дереу бұқараға жеткізетін басты ақпараттық арнаның ерен еңбегі бүгін ерекше еленді.,nan
"Тек телеарналар ғана емес, облыстық басылымдардың да еңбегі өлшеусіз.",nan
Билік пен бұқара арасында алтын көпір болған газет редакторлары да Президенттің қошеметіне бөленді.,nan
"Олар да мерекелік мезіретті жоғары бағалап, еселі еңбектің жемісті болғанына дән риза.",nan
"Қуат Шарабидинов, «Сыр бойы» газетінің бас редакторы: - Арқадағы Ақордағы келіп, Мемлекет басшысы Қасым-Жомарт Кемеұлының қолынан марапат алып жэатқанымызға өте қуаныштымыз.",nan
Бұл кәсіби мереке қарсағында БАҚ өкілдеріне көрсетіліп жатқан үлкен құрмет.Биыл біздің газеттің 95 жылдығы.,nan
"Осындай 95 жылдық қарсаңындаМемлекет басшысынан марапат алып, бұл бір жағынан газет абыройын да көтерді деп ойлаймыз.",nan
Журналистер қауымына тағы бір жағымды жаңалық.,nan
Былтыр мереке қарсаңында тілшілерге пәтер кілті табысталған еді.,nan
"Проезидент бұл үрдістің биыл да, алдағы уақытта да жалғасатын табатынын жеткізді.",nan
"Қасым-Жомарт Тоқаев, Қазақстан Республикасының Президенті: - Ақпарат құралдары – халықтың үні, ұлттың жаршысы, бұқараның рухани тірегі.",nan
"Сондықтан журналистердің кәсіби тұрғыдан мықты болуы өте маңызды, бұл, тіпті, шешуші дүние.",nan
Авторы: Бекзат Аманов,nan
Қазақстан Республикасы Президентінің бұқаралық ақпарат құралдары саласындағы сыйлықтары мен гранттарын тапсыру және Алғысы жарияланды.,nan
Бұл туралы Ақорданың баспасөз қызметі хабарлады.,nan
"Елдің әлеуметтік-экономикалық және қоғамдық-саяси дамуын ақпараттық тұрғыдан қамтамасыз ету ісіндегі бұқаралық ақпарат құралдарының елеулі рөлін ескере отырып, Қазақстан Республикасы Президентінің бұқаралық ақпарат құралдары саласындағы сыйлықтарын беру, гранттарын тапсыру және Алғысын жариялау жөніндегі қоғамдық комиссияның ұсынымын қарай келіп: Қазақстан Республикасы Президентінің бұқаралық ақпарат құралдары саласындағы сыйлықтары: Сәбит Ғалымұлы Малдыбаевқа– «Казахстанская правда» республикалық газетінің бас редакторы, отандық журналистикаға қосқан үлесі үшін; Бауыржан Бабажанұлы Өтеулиевке– «Turkistan» халықаралық газетінің бас редакторы, бұқаралық ақпарат құралдарын дамытуға қосқан үлесі үшін; Елена Андреевна Преображенскаяға– «Интерфакс-Қазақстан» ақпараттық агенттігі» ЖШС бас редакторы, интернет кеңістігінде ақпарат таратуға қосқан үлесі үшін; Төлен Зәрубайұлы Тілеубайға– «Astana aqshamy» республикалық қоғамдық-саяси газетінің шеф-редакторы, отандық журналистиканы мазмұндық және әдістемелік тұрғыдан жетілдіруге қосқан үлесі үшін берілсін; Қазақстан Республикасы Президентінің бұқаралық ақпарат құралдары саласындағы гранттары: Ақерке Бағдабекқызы Бектасқа– «Qazaqstan» ұлттық телеарнасы «Ақорда» бағдарламасының авторы – продюсері, Мемлекет басшысының қызметі туралы ақпаратты жан-жақты жариялап, көрсеткені үшін; Динара Киікбайқызы Жанбатыроваға– «Хабар» агенттігі» АҚ арнайы тілшісі, Қазақстан телевизиялық журналистикасын дамытуға қосқан үлесі үшін; Әнуар Әлиұлы Кәрібозовқа– «Jibek joly» телеарнасының тілшісі, Қазақстан телевизиялық журналистикасын дамытуға қосқан үлесі үшін; Гүлсезім Ерболатқызы Бияшеваға– «Орал өңірі» газеті бас редакторының орынбасары, өңірлік баспа бұқаралық ақпарат құралдарын  дамытуға қосқан үлесі үшін тапсырылды; Қазақстан Республикасы Президентінің бұқаралық ақпарат құралдары саласындағы Алғысы: «24KZ» телеарнасының шығармашылық ұжымына– мемлекеттік саясатты жан-жақты түсіндіргені үшін; «Литер» республикалық қоғамдық-саяси газетінің шығармашылық ұжымына–  қоғамдық-саяси және әлеуметтік-экономикалық бастамаларды түсіндіруге қосқан 20 жылдық үлесі үшін; «Baq.kz» ақпараттық агенттігінің шығармашылық ұжымына– интернет кеңістігінде ақпарат тарату ісіне қосқан үлесі үшін; «Ақтөбе» облыстық қоғамдық-саяси газетінің шығармашылық ұжымына– еліміздің және өңірдің қоғамдық-саяси өмірін жариялап, көрсетуге қосқан ғасырлық үлесі үшін берілді.",nan
"Бұқаралық ақпарат құралдарының қызметкерлері күніне орай Ақордада өткен салтанатты жиында марапатталған азаматтар арасынан «Qazaqstan dauiri» газетінің бас редакторы Ертай Айғалиев, Павлодар облысы «Ирбис» телеарнасының тілшісі Елена Белоградова және «Qazaqstan» ұлттық телеарнасы «Ақорда» бағдарламасының авторы-продюсері Ақерке Бектас сөз сөйлеп, ой-пікірлерін ортаға салды.",nan
Президент БАҚ саласы қызметкерлерін марапаттау рәсіміндегі сөзінде қазіргі журналистика саласы туралы айтты.,nan
Президент баспасөз – қоғамның бет-бейнесі екенін атап өтті.,nan
"Шын мәнінде, газет шығару және газет оқу үрдісі ешқашан үзілмеуге тиіс.",nan
Осы сабақтастықты сақтап қалу керек.,nan
Бұл – өркениетті елдердің барлығында қалыптасқан дәстүр.,nan
"Журналистеріміздің көбі – жоғары деңгейдегі мамандар, олар елге адал, отаншыл азаматтар.",nan
Бұл мәселе бойынша ешқандай күмән жоқ.,nan
Бүгін ортамызда осы салада жарты ғасырға жуық қызмет атқарған азаматтар бар.,nan
Аймақтағы журналистиканың көшін бастаған тұлғалар да аз емес.,nan
Президент БАҚ саласы қызметкерлерін марапаттау рәсіміндегі сөзінде осылай деді.,nan
Сондықтан Заң мен тәртіп қағидатын баршаға және әрбір адамға бірдей мүмкіндік беретін Әділетті Қазақстанды құру үшін берік іргетас деп қараған жөн.,nan
"Көпшілігіңіз үшін журналистика – жай ғана мамандық емес, жүрек қалауыңыз.",nan
Қазір жаңа медиа дәуірі басталды.,nan
Бұқаралық ақпарат құралдары жасанды интеллект технологиясын тиімді пайдаланып жатыр.,nan
Мұны шын мәнінде жаңашылдық пен жасампаздықтың көрінісі деуге болады.,nan
Әр адам өз ісінің шебері болуға тиіс.,nan
Президент БАҚ саласы қызметкерлерін марапаттау рәсіміндегі сөзінде Қазақстанның сыртқы саясаттағы ұстанымы туралы айтты.,nan
"Елімізде жүргізілген жүйелі реформалардың нәтижесінде азаматтардың саяси мәдениетінің деңгейі едәуір өсті, шынайы әрі аясы кең пікір алуандығы пайда болды.",nan
"Оның сөзіне қарағанда, көпшілік мұны әлі күнге сезінбей жүр.",nan
"Мемлекет басшысы БАҚ саласы қызметкерлерін марапаттау рәсіміндегі сөзінде ""Таза Қазақстан"" акциясы туралы айтты.",nan
"«Таза Қазақстан» ауқымды экологиялық акциясына жүздеген мың адам қатысып, ондаған мың тонна қоқыс жиналды.",nan
Отандық медиа қоғамда жоғары экологиялық сана мен табиғатты аялау мәдениетін қалыптастыруға зор көмегін тигізе алады.,nan
Президент Қасым-Жомарт Тоқаевтың БАҚ саласы қызметкерлерін марапаттау рәсіміндегі сөзі басталды.,nan
Бұл туралы Ақорданың баспасөз қызметі хабарлады.,nan
Біздің мақсат-мұратымыз – ортақ.,nan
Бұл – баршаға тең мүмкіндіктер беретін Әділетті Қазақстанды құру.,nan
"Өздеріңізге мәлім, қазір еліміз дамудың жаңа сатысына қадам басты.",nan
Біз соңғы 5 жылдың ішінде ауқымды саяси реформаларды жүзеге асырдық.,nan
Президент Қатар Мемлекетінің елшісі Абдалла бен Хусейн Джаберді қабылдады.,nan
Әңгімелесу барысында Қасым-Жомарт Тоқаев Қатарды Қазақстанның ортақ мақсаттар мен мұраттар біріктіретін ең жақын серіктестерінің бірі ретінде атады.,nan
Соңғы жылдары қос мемлекет екі жақты және көп жақты күн тәртібінің барлық бағыты бойынша елеулі табысқа қол жеткізгеніне назар аударды.,nan
Бұған қоса берік құқықтық база қалыптастырды және бірқатар ірі инвестициялық жобаны жүзеге асырды.,nan
"Қасым-Жомарт Тоқаев Астанада өтетін ШЫҰ саммитін қолдап, құрметті қонақ ретінде қатысуға ниет танытқаны үшін Қатар Әмірі шейх Тәмим бен Хамад Әл Тәниге ризашылығын білдірді.",nan
"Өз кезегінде Қатар елшісі құрмет көрсеткені үшін алғыс айтып, Доханың екі ел арасындағы сан қырлы ынтымақтастықты одан әрі қарқынды дамытуға бейілді екенін растады.",nan
"Президент Қасым-Жомарт Тоқаев Еуропадағы қауіпсіздік және ынтымақтастық ұйымының қазіргі төрағасы, Мальтаның Сыртқы, еуропалық істер және сауда министрі Иан Борчты қабылдады, деп хабарлайды24kz.",nan
"Кездесу барысында екіжақты күн тәртібінің өзекті мәселелері, сондай-ақ ұйым аясындағы ықпалдастықтың жай-күйі талқыланды.",nan
Мемлекет басшысы ұйымның қауіпсіздікке төнетін сын-қатерлер жағдайында барлық үш өлшем бойынша жоспарлы жұмыс жүргізіп жатқанын айтты.,nan
Сондай-ақ 2010 жылғы ұйым саммитінің Астана декларациясында бекітілген мақсаттарға қол жеткізу үшін Қазақстан барлық тараппен тығыз ынтымақтастық жасауға бейілді екенін растады.,nan
Қасым-Жомарт Тоқаев Президент Наташа Пирц Мусарды Словенияның Ұлттық күнімен құттықтады.,nan
Бұл туралы Ақорданың баспасөз қызметі хабарлады.,nan
Мемлекет басшысы Қасым-Жомарт Тоқаев Словенияның Ұлттық күніне орай Президент Наташа Пирц Мусарға құттықтау жеделхатын жолдады.,nan
"Осы мүмкіндікті пайдалана отырып, Мемлекет басшысы Словения Президентіне және оның халқына бақ-береке тіледі.",nan
Мемлекет басшысы Ресей Президентімен телефон арқылы сөйлесті.,nan
2024 жылғы 24 маусым Әңгімелесу барысында Қасым-Жомарт Тоқаев Дағыстанда болған лаңкестік әрекет салдарынан көптеген адамның қаза табуына байланысты Президент Владимир Путинге және Ресей халқына көңіл айтты.,nan
Мемлекет басшысы бейбіт тұрғындардың өміріне жасалған кез келген қастандық пен зұлымдық әрекетті Қазақстан батыл айыптайтынын әрі оны халықаралық және өңірлік қауіпсіздікке төнген зор қауіп ретінде қарастыратынын жеткізді.,nan
"Тараптар терроризм мен экстремизмге қарсы күресте тығыз ықпалдастықты жалғастыру, сондай-ақ беделді халықаралық ұйымдар аясында күш-жігер біріктіру маңызды екеніне назар аударды.",nan
"Бұдан бөлек президенттер Қазақстан мен Ресей арасындағы стратегиялық серіктестік пен одақтастық қатынастарды одан әрі нығайту мәселелері жөнінде пікір алмасты, сондай-ақ Астанада өтетін Шанхай ынтымақтастық ұйымы саммитінің күн тәртібін талқылады.",nan
"Мемлекет басшысы Қасым-Жомарт Тоқаев Дағыстандағы православие шіркеуі мен синагогаға лаңкестік әрекеттер жасалып, соның салдарынан дін және құқық қорғау органдары қызметкерлерінің қаза болуына байланысты Ресей президенті Владимир Путинге көңіл айтты.",nan
Қазақстан Президенті құқық қорғау жүйесі арқылы жедел-іздестіру шараларын жүргізуде көмек көрсетуге дайын екенін жеткізді.,nan
"Мемлекет басшысы адамзатқа қарсы жасалған мұндай әрекетті үзілді-кесілді айыптайды, сондай-ақ, БҰҰ, ШЫҰ және басқа да беделді халықаралық ұйымдар аясында лаңкестікпен күресу үшін көпжақты ынтымақтастықты дамытуды қолдайды.",nan
Қасым-Жомарт Тоқаев еліміздегі мемлекеттік қызметшілерді кәсіби мерекесімен құттықтады.,nan
Ол Х әлеуметтік желісіндегі парақшасында арнайы жазба жариялады.,nan
Президент Әділетті Қазақстанды құру жолында мемлекеттік қызметкерлердің жұмысы айрықша роль атқаратындығын атап өтті.,nan
"Олар өз кезегінде мемлекет пен қоғам мүддесін қорғап, жасампаздық пен жауапкершіліктің озық үлгісін көрсете білуі қажет.",nan
Сөз соңында Мемлекет басшысы сала мамандарына қызметте табыс тіледі.,nan
"«Ақорда» резиденциясында төрт елдің төтенше және өкілетті елшілерінің Мемлекет басшысына сенім грамоталарын тапсыру рәсімі өтті, деп хабарлайды Ақорданың баспасөз қызметі.",nan
"Сенім грамоталарын Қатар Мемлекетінің елшісі Абдалла бен Хусейн Мұхаммед Джабер, Боливар Венесуэла Республикасының елшісі Росальба Ло Буэ Антико, Камбоджа Корольдігінің елшісі Чеа Сок, Бурунди Республикасының елшісі Жозеф Нкурунзиза тапсырды.",nan
"Қасым-Жомарт Тоқаев елшілерді Қазақстандағы дипломатиялық миссияларының ресми басталуымен құттықтап, олардың мемлекеттерінің басшыларына ізгі тілегі мен сәлемін жолдады.",nan
"Мемлекет басшысы республикалық «Ардагерлер ұйымы» қоғамдық бірлестігі Орталық кеңесі төрағасының орынбасары Өмірзақ Озғанбаевты қабылдады, деп хабарлайды Ақорданың баспасөз қызметі.",nan
Кездесу барысында еліміздің дамуына және өскелең ұрпақ тәрбиесіне қатысты мәселелер талқыланды.,nan
"Мемлекет басшысы аға буынды Атырауда өткен Ұлттық құрылтайда, Қазақстан халқы Ассамблеясының ХХХІІІ сессиясында айтылған міндеттерді жүзеге асыруға, атап айтқанда жастарды нашақорлық, лудомания секілді әлеуметтік кеселдерден сақтандыру, отбасы институтын дәріптеу ісіне белсенді атсалысуға шақырды.",nan
Өз кезегінде Өмірзақ Озғанбаев Президентке ауылдық жерлерді дамытуға қатысты пікірін айтты.,nan
Сондай-ақ «Ардагерлер ұйымының» бастамасы бойынша атқарылып жатқан жұмыстар мен алдағы жоспары жөнінде баяндады.,nan
2024 жылғы 20 маусым Президентке Төтенше жағдайлар министрлігінің атқарып жатқан жұмыстары мен алдағы жоспары жөнінде есеп берілді.,nan
Мемлекет басшысына Төтенше жағдайлар министрлігінің штаттық құрылымын оңтайландыру және материалдық-техникалық құралдармен жабдықталу деңгейін арттыру мәселелері туралы баяндалды.,nan
"Шыңғыс Әрінов Азаматтық қорғау академиясының құрылысы, әуе авиациясы паркін жаңарту және Каспий теңізінің жағасында Ұлттық теңіз жасағын құру жұмыстары жайында айтты.",nan
"Министрдің айтуынша, 20 өрт сөндіру депосының құрылысы жүргізіліп жатыр, сондай-ақ елордада тез құрастырылатын өрт сөндіру депосы мен жатақхана салу жөніндегі пилоттық жоба іске қосылған.",nan
"Бұдан бөлек, министрлік әртүрлі табиғи және техногендік сипаттағы төтенше жағдайлардың алдын алу және жедел әрекет ету шараларын жетілдіру жұмыстарын жүргізуде.",nan
"Сонымен қатар Президентке құтқару бөлімшелерін цифрландыру, кадрлық әлеуетті арттыру және азаматтық қорғау органдары қызметкерлерін әлеуметтік тұрғыдан қолдауды күшейту шаралары туралы мәлімет берілді.",nan
Кездесу соңында Қасым-Жомарт Тоқаев азаматтардың қауіпсіздігін қамтамасыз ету және ТЖМ құрылымын жетілдіру жөнінде бірқатар нақты міндет жүктеді.,nan
"Заң Мемлекет басшысының 2022 жылғы 16 наурыздағы «Жаңа Қазақстан: жаңару мен жаңғыру жолы» атты Қазақстан халқына Жолдауында мемлекеттің мүдделерін, қоғамның сұраныстарын және медиа саласының даму үрдістерін ескере отырып, бұқаралық ақпарат құралдары туралы заңды қайта қарау туралы берген тапсырмасын орындау мақсатында әзірленді.",nan
Жаңа Заңға «Бұқаралық ақпарат құралдары туралы» және «Телерадио хабарларын тарату туралы» заңдардың негізгі ережелері енді.,nan
Аталған заңдар алдағы уақытта күшін жояды.,nan
Жаңа Заңда бірқатар тың ережелер қарастырылған.,nan
"Атап айтқанда, бұқаралық ақпарат құралдарымен қатар, интернет-ресурстарды да қамтитын «масс-медиа» деген жаңа әрі анағұрлым кең ұғым енгізілді.",nan
Мемлекеттік ақпараттық саясат жүзеге асырылатын Бірыңғай медиа платформа құру көзделген.,nan
"Оның ішінде мемлекеттік емес бұқаралық ақпарат құралдарына гранттар беру, аккредиттеудің оңайлатылған тәртібі арқылы (аккредитация карталарын берудің автоматтандырылған процесі) журналистерді мемлекеттік органдар мен ұйымдарға тіркеу және басқа да міндеттер қарастырылған.",nan
Журналистер үшін қосымша құқықтық кепілдіктер белгіленген.,nan
«Журналистің ерекше мәртебесі» деген ұғым енгізілді.,nan
"Яғни, журналистің құқықтары мен бостандықтарының қорғалуын, олардың ақпарат іздеу, сұрату, алу және тарату кезіндегі, сондай-ақ «Масс-медиа туралы» Заңда белгіленген өзге де ерекше құқықтарын журналист мәртебесі деп түсіну керек.",nan
"Шындыққа сәйкес келмейтін және азаматтардың ар-намысына, қадір-қасиетіне және іскерлік беделіне нұқсан келтіретін мәліметтерді теріске шығару туралы БАҚ-қа талап қою мерзімі бұқаралық ақпарат құралдарында мәліметтер жарияланған күннен бастап 1 жыл деп белгіленген.",nan
Шетелдік бұқаралық ақпарат құралдарының өкілдіктері мен олардың журналистерін аккредиттеу тәртібі жетілдірілді.,nan
БАҚ-тың сұратуларын қарау мерзімі 7-ден 5 жұмыс күніне дейін қысқартылды.,nan
Бұл журналистерге қажетті ақпаратты қысқа мерзімде алуға мүмкіндік береді.,nan
Осылайша ақпараттың өзектілігі сақталады.,nan
БАҚ-тың өз қызметін өзі реттеу мақсатында Заңда қоғамдық-кәсіптік кеңестер құру көзделген.,nan
Кеңестер республикалық және өңірлік деңгейлерде құрылуы мүмкін.,nan
Бұл кеңестердің негізгі қызметі – Журналистердің әдеп кодексін әзірлеу.,nan
Гранттық қаржыландыруды енгізу арқылы мемлекеттік ақпараттық саясатты қаржыландыру тетіктері жетілдірілді.,nan
Ұлттық теле-радио хабарларын тарату мүддесін қорғау мақсатында мемлекеттік тілдегі отандық теле-радио бағдарламалардың апта сайынғы көлемі 50 пайыздан 60 пайызға дейін ұлғайтылды.,nan
Отандық теле-радио арналарда шетелдік теле-радио бағдарламаларын ретрансляциялау көлемі 20 пайыздан 10 пайызға дейін төмендетілді.,nan
"Өз-өзіне қол жұмсауды насихаттайтын ақпаратты, өзін-өзі өлтірудің жолдары мен оған үндейтін ақпаратты таратуға және (немесе) жариялауға тыйым салынады.",nan
Ақорданың баспасөз қызметі,nan
"Президент Қасым-Жомарт Тоқаев Шығыс, Орталық Еуропа және Орталық Азия елдерінің есірткіге қарсы саясаты жөніндегі комиссиясының төрағасы Александр Квасьневскийді қабылдады, деп хабарлайды Ақорданың баспасөз қызметі.",nan
"Кездесу барысында нашақорлықтың және есірткі бизнесінің белең алуына қарсы күреске қатысты ақпарат алу, үздік тәжірибелерді насихаттау бағытында Комиссиямен қарым-қатынас жасау мәселелері талқыланды.",nan
Өз кезегінде Александр Квасьневский  есірткіге қарсы саясаттың тиімділігін арттыруға бағытталған жаңа бағдарламалар мен шаралар туралы айтты.,nan
Қасым-Жомарт Тоқаев пен Александр Квасьневский  есірткіге тәуелділіктің алдын алу және есірткіні заңсыз таратуға қарсы күресу үшін бірлескен жұмысты жалғастыруға  уағдаласты.,nan
Мемлекет басшысы су тасқынымен күрес шараларына белсене атсалысқан азаматтарды марапаттады.,nan
"Президент сын сағатта еліміз ырысты ынтымағын танытқанын, табиғи апат кезінде жұрт болып жұмылғанымызға ризашылығын білдірді.",nan
"Әсіресе тәулік бойы жұмыс істеген құтқарушылар, әскерилер, ішкі істер органдары мен әкімдік қызметкерлері Отан алдындағы парызын мінсіз атқарғаны атап өтілді.",nan
Осы салтанатты рәсім барысында Қасым-Жомарт Тоқаев Кентау қаласында тұратын Гауһар Шаймерден есімді оқушы қыздың ата-анасына отаншыл ұрпақ өсіріп жатқаны үшін алғыс айтты.,nan
"Естеріңізде болса, қыз бала жинап жүрген қаржысын Құлсары тұрғындарына көмекке аударған еді.",nan
Сонымен қатар Атырау облысының тұрғындары – тоқсаннан асқан Орынша Тоқтыбаққызы мен Әлия Досмұханованың еңбегі еленді.,nan
"Бұдан бөлек Президент бауырлас мемлекеттерге, халықаралық компаниялар мен ұйымдарға ризашылығын жеткізді.",nan
"Мемлекет басшысы Бала құқықтары жөніндегі уәкіл Динара Зәкиеваны қабылдады, деп хабарлайды Ақорданың баспасөз қызметі.",nan
Президентке бір жыл ішінде балалардың құқықтарын қорғау және қауіпсіздігін қамтамасыз ету мақсатында атқарылған жұмыстар жөнінде есеп берілді.,nan
